state,city,zip,Y,X,compid,id
NC,Vass,28394,35.242723,-79.227747,4,1039
SC,N Myrtle Beach,29582,33.82742,-78.682495,4,1040
SC,Pawleys Island,29585,33.453325,-79.135137,4,1041
SC,N Myrtle Beach,29582,33.82742,-78.682495,4,1042
SC,Myrtle Beach,29588,33.676817,-79.014238,4,1043
SC,Myrtle Beach,29579,33.655004,-78.945276,4,1044
SC,Myrtle Beach,29579,33.655004,-78.945276,4,1045
SC,Myrtle Beach,29588,33.676817,-79.014238,4,1046
NC,Jacksonville,28544,34.73262,-77.32764,4,1047
NC,Chapel Hill,27514,35.934949,-79.037474,4,1048
NC,Rocky Mount,27804,35.974314,-77.831514,4,1049
NC,Raleigh,27609,35.84172,-78.63252,4,1050
NC,Raleigh,27612,35.856914,-78.689606,4,1051
NC,Chapel Hill,27517,35.938902,-79.040688,4,1052
NC,Chapel Hill,27514,35.934949,-79.037474,4,1053
NC,Greenville,27834,35.62638,-77.43858,4,1054
NC,Nashville,27856,35.965691,-77.958946,4,1055
VA,Virginia Beach,23454,36.837731,-76.025953,4,1056
VA,Colonial Hghts,23834,37.287361,-77.391074,4,1057
VA,Stafford,22556,38.461964,-77.435878,4,1058
NC,Wake Forest,27587,35.963417,-78.51658,4,1059
NC,Smithfield,27577,35.512172,-78.347308,4,1060
NC,Dunn,28334,35.310491,-78.619199,4,1061
NC,Midway Park,28544,34.73262,-77.32764,4,1062
NC,Clayton,27520,35.636282,-78.444815,4,1063
NC,Warsaw,28398,34.98054,-78.09456,4,1064
SC,Florence,29505,34.128606,-79.747284,4,1065
NC,Spring Lake,28390,35.175116,-78.976743,4,1066
NC,Shallotte,28470,33.959446,-78.395981,4,1067
NC,Fuquay-Varina,27526,35.59854,-78.78432,4,1068
SC,Darlington,29532,34.300363,-79.87017,4,1069
SC,Conway,29526,33.832026,-79.043531,4,1070
NC,Wilmington,28411,34.227651,-77.945987,4,1071
SC,Florence,29506,34.2099,-79.73412,4,1072
NC,Archdale,27263,35.90802,-79.98012,4,1073
NC,Cape Carteret,28584,34.701094,-77.065759,4,1074
NC,Clemmons,27012,36.033742,-80.396011,4,1075
NC,Durham,27705,36.017812,-78.948419,4,1076
NC,Durham,27713,35.916567,-78.917612,4,1077
NC,Havelock,28532,34.893026,-76.90137,4,1078
NC,King,27021,36.28728,-80.356209,4,1079
NC,Kinston,28504,35.275222,-77.589004,4,1080
NC,Kinston,28501,35.273461,-77.597639,4,1081
NC,Rural Hall,27045,36.226761,-80.291133,4,1082
NC,Kernersville,27284,36.11629,-80.092145,4,1083
NC,Siler City,27344,35.72346,-79.42542,4,1084
NC,Wilson,27893,35.73252,-77.920181,4,1085
NC,Winston Salem,27107,36.062543,-80.183453,4,1086
VA,Charlottesville,22901,38.057163,-78.49313,4,1087
SC,Columbia,29223,34.08846,-80.92287,4,1088
SC,Florence,29501,34.182662,-79.782749,4,1089
SC,Mullins,29574,34.203923,-79.25682,4,1090
SC,Latta,29565,34.335502,-79.432246,4,1091
SC,Florence,29505,34.128606,-79.747284,4,1092
SC,Florence,29501,34.182662,-79.782749,4,1093
SC,Aiken,29801,33.564827,-81.709984,4,1094
SC,Belvedere,29841,33.512008,-81.932644,4,1095
SC,North Augusta,29841,33.512008,-81.932644,4,1096
SC,Aiken,29803,33.504406,-81.724533,4,1097
SC,Aiken,29803,33.504406,-81.724533,4,1098
SC,Jackson,29831,33.343729,-81.80796,4,1099
SC,Lexington,29073,33.927355,-81.216327,4,1100
SC,Aiken,29803,33.504406,-81.724533,4,1101
GA,Augusta,30907,33.525,-82.10142,4,1102
GA,Augusta,30909,33.478228,-82.067015,4,1103
GA,Hephzibah,30815,33.344357,-82.069749,4,1104
GA,Augusta,30906,33.400357,-82.031397,4,1105
SC,Lexington,29072,33.97986,-81.26052,4,1106
SC,West Columbia,29172,33.898509,-81.092152,4,1107
SC,Lexington,29073,33.927355,-81.216327,4,1108
SC,Lexington,29072,33.97986,-81.26052,4,1109
SC,Greenville,29615,34.868789,-82.312139,4,1110
SC,Greenville,29601,34.85051,-82.403553,4,1111
SC,Greenville,29615,34.868789,-82.312139,4,1112
SC,Greenville,29615,34.868789,-82.312139,4,1113
SC,Greenville,29607,34.829648,-82.340068,4,1114
SC,Simpsonville,29681,34.777584,-82.128196,4,1115
SC,Spartanburg,29307,34.998752,-81.74645,4,1116
SC,Duncan,29334,34.914282,-82.134672,4,1117
NC,Broadway,27505,35.459283,-79.053129,4,1118
NC,Apex,27539,35.712518,-78.823489,4,1119
NC,Raleigh,27603,35.714307,-78.660593,4,1120
GA,Gainesville,30501,34.286057,-83.820309,4,1121
GA,Alto,30510,34.430265,-83.636673,4,1122
GA,Athens,30605,33.926072,-83.340748,4,1123
GA,Dawsonville,30534,34.388619,-84.096464,4,1124
GA,Athens,30606,33.948996,-83.423229,4,1125
GA,Gainesville,30507,34.254602,-83.775548,4,1126
GA,Gainesville,30501,34.286057,-83.820309,4,1127
GA,Clarkesville,30523,34.613734,-83.520947,4,1128
GA,Bethlehem,30620,33.924569,-83.747066,4,1129
GA,McDonough,30253,33.443757,-84.181882,4,1130
GA,Dawsonville,30534,34.388619,-84.096464,4,1131
GA,Athens,30601,33.974834,-83.363891,4,1132
GA,Comer,30629,34.066604,-83.123296,4,1133
SC,Charleston,29407,32.800052,-80.010928,4,1134
SC,N Charleston,29406,32.92896,-80.02842,4,1135
SC,Charleston,29405,32.85943,-79.988157,4,1136
SC,Charleston,29412,32.71926,-79.95108,4,1137
VA,Galax,24333,36.66059,-80.923683,4,1138
VA,Atkins,24311,36.855788,-81.38813,4,1139
SC,Sumter,29150,33.87708,-80.2575,4,1140
SC,Sumter,29154,33.896794,-80.418858,4,1141
SC,Sumter,29150,33.87708,-80.2575,4,1142
MS,Hattiesburg,39402,31.313286,-89.341967,4,1143
MS,Brooklyn,39425,31.03116,-89.172,4,1144
MS,Meridian,39301,32.372903,-88.696221,4,1145
MS,Gulfport,39503,30.4731,-89.15382,4,1146
MS,Sandersville,39437,31.59786,-89.2086,4,1147
MS,Laurel,39440,31.71048,-89.10234,4,1148
MS,Poplarville,39470,30.87972,-89.58846,4,1149
MS,Hattiesburg,39402,31.313286,-89.341967,4,1150
MS,Collins,39428,31.65228,-89.55732,4,1151
MS,Magee,39111,31.872919,-89.734963,4,1152
MS,Columbia,39429,31.256049,-89.826376,4,1153
MS,Wiggins,39577,30.855908,-89.135956,4,1154
SC,Gaffney,29340,35.062322,-81.645437,4,1155
SC,Spartanburg,29303,35.01804,-81.97614,4,1156
SC,Roebuck,29367,34.87944,-81.96639,4,1157
SC,Sumter,29154,33.896794,-80.418858,4,1158
SC,Surfside Beach,29575,33.626586,-78.983446,4,1159
MS,Brandon,39042,32.289412,-89.967651,4,1160
MS,Ridgeland,39157,32.419743,-90.125726,4,1161
MS,Florence,39073,32.148436,-90.134308,4,1162
SC,Gaffney,29340,35.062322,-81.645437,4,1163
SC,Campobello,29322,35.118004,-82.126556,4,1164
MS,Pearl,39208,32.27172,-90.10494,4,1165
SC,Prosperity,29127,34.182431,-81.52094,4,1166
NC,Durham,27703,35.973771,-78.838515,4,1167
MS,Vicksburg,39180,32.323121,-90.860809,4,1168
MS,Vicksburg,39180,32.323121,-90.860809,4,1169
MS,Vicksburg,39183,32.390993,-90.829096,4,1170
MS,Vicksburg,39180,32.323121,-90.860809,4,1171
MS,Yazoo City,39194,32.857919,-90.405161,4,1172
LA,Tallulah,71282,32.37468,-91.06548,4,1173
LA,West Monroe,71291,32.503812,-92.191028,4,1174
LA,Monroe,71201,32.522484,-92.103332,4,1175
LA,Monroe,71202,32.48196,-92.08002,4,1176
MS,Gulfport,39503,30.4731,-89.15382,4,1177
MS,Diberville,39540,30.459729,-88.948864,4,1178
MS,Ocean Springs,39564,30.62467,-88.84789,4,1179
MS,Gulfport,39507,30.394254,-89.037041,4,1180
MS,Gulfport,39503,30.4731,-89.15382,4,1181
LA,Hammond,70401,30.516364,-90.476064,4,1182
MS,Magee,39111,31.872919,-89.734963,4,1183
NC,Kannapolis,28083,35.483897,-80.599575,4,1184
NC,Wilson,27896,35.75562,-77.944711,4,1185
NC,Kinston,28504,35.275222,-77.589004,4,1186
NC,Morehead City,28557,34.725535,-76.758443,4,1187
NC,Goldsboro,27530,35.37996,-78.09786,4,1188
NC,Raleigh,27604,35.86662,-78.5319,4,1189
NC,Greensboro,27407,36.01266,-79.86996,4,1190
NC,Durham,27704,36.034161,-78.869276,4,1191
VA,Blairs,24527,36.709193,-79.377666,4,1192
NC,Garner,27529,35.684813,-78.60826,4,1193
NC,Southern Pines,28387,35.174091,-79.390844,4,1194
NC,Fayetteville,28314,35.05772,-79.003491,4,1195
SC,N Myrtle Beach,29582,33.82742,-78.682495,4,1196
SC,Columbia,29201,33.998223,-81.032546,4,1197
NC,Supply,28462,33.97272,-78.28986,4,1198
NC,Cary,27513,35.80541,-78.797679,4,1199
NC,Durham,27713,35.916567,-78.917612,4,1200
SC,Myrtle Beach,29577,33.6606,-78.92394,4,1201
GA,Dalton,30721,34.784599,-84.932948,4,1202
GA,Rossville,30741,34.958205,-85.295156,4,1203
GA,Dalton,30721,34.784599,-84.932948,4,1204
GA,Calhoun,30701,34.495946,-84.931056,4,1205
GA,Rome,30161,34.24549,-85.109805,4,1206
GA,Rome,30165,34.282882,-85.237598,4,1207
GA,Ringgold,30736,34.934373,-85.151128,4,1208
GA,Rossville,30741,34.958205,-85.295156,4,1209
GA,Ringgold,30736,34.934373,-85.151128,4,1210
GA,Rome,30161,34.24549,-85.109805,4,1211
GA,Dalton,30721,34.784599,-84.932948,4,1212
GA,Fort Oglethrope,30736,34.934373,-85.151128,4,1213
GA,Dalton,30721,34.784599,-84.932948,4,1214
GA,Dalton,30721,34.784599,-84.932948,4,1215
GA,Dalton,30721,34.784599,-84.932948,4,1216
GA,Ringgold,30736,34.934373,-85.151128,4,1217
GA,Ringgold,30736,34.934373,-85.151128,4,1218
SC,Hardeeville,29927,32.2813,-81.071015,4,1219
NC,Apex,27539,35.712518,-78.823489,4,1220
NC,Apex,27539,35.712518,-78.823489,4,1221
GA,Rome,30165,34.282882,-85.237598,4,1222
GA,Rome,30165,34.282882,-85.237598,4,1223
AL,Troy,36081,31.799767,-85.963152,4,1224
AL,Sheffield,35660,34.754898,-87.681822,4,1225
AL,Dothan,36303,31.25424,-85.3989,4,1226
GA,Acworth,30101,34.035593,-84.708375,4,1227
GA,Rome,30161,34.24549,-85.109805,4,1228
AL,Gadsden,35901,34.00824,-85.94424,4,1229
GA,Carrollton,30117,33.589927,-85.120833,4,1230
GA,Calhoun,30701,34.495946,-84.931056,4,1231
GA,Cartersville,30121,34.228469,-84.789525,4,1232
AL,Boaz,35957,34.1481,-86.14806,4,1233
GA,Rome,30165,34.282882,-85.237598,4,1234
GA,Dalton,30720,34.759673,-84.975973,4,1235
AL,Opelika,36801,32.640621,-85.382583,4,1236
AL,Childersburg,35044,33.276643,-86.352253,4,1237
AL,Anniston,36201,33.65665,-85.827251,4,1238
AL,Oxford,36203,33.602111,-85.835924,4,1239
AL,Fort Payne,35968,34.441634,-85.719381,4,1240
GA,Cartersville,30121,34.228469,-84.789525,4,1241
AL,Decatur,35601,34.59188,-86.984191,4,1242
AL,Birmingham,35234,33.53596,-86.802701,4,1243
AL,Montgomery,36105,32.323522,-86.313946,4,1244
AL,Gadsden,35904,34.023713,-86.054211,4,1245
GA,Cartersville,30121,34.228469,-84.789525,4,1246
AL,Huntsville,35806,34.7573,-86.678606,4,1247
GA,Rome,30161,34.24549,-85.109805,4,1248
AL,Birmingham,35204,33.520297,-86.838364,4,1249
MS,Gulfport,39501,30.385481,-89.086881,4,1250
AL,Pelham,35124,33.30186,-86.7918,4,1251
AL,Huntsville,35805,34.712977,-86.612847,4,1252
AL,Muscle Shoals,35661,34.751695,-87.644366,4,1253
AL,Scottsboro,35768,34.91655,-86.08791,4,1254
GA,Bremen,30110,33.739322,-85.135317,4,1255
AL,Anniston,36201,33.65665,-85.827251,4,1256
AL,Florence,35630,34.819157,-87.658805,4,1257
AL,Montgomery,36117,32.38369,-86.13246,4,1258
SC,North Charleston,29406,32.92896,-80.02842,4,1259
SC,N Charleston,29418,32.89296,-80.0595,4,1260
SC,North Charleston,29406,32.92896,-80.02842,4,1261
SC,Charleston,29407,32.800052,-80.010928,4,1262
MS,Senatobia,38668,34.65318,-89.86986,4,1263
MS,Gulfport,39503,30.4731,-89.15382,4,1264
VA,Chesapeake,23321,36.797907,-76.425462,4,1265
VA,Wytheville,24382,36.94526,-81.089071,4,1266
VA,Wytheville,24382,36.94526,-81.089071,4,1267
VA,Troutville,24175,37.397461,-79.876477,4,1268
VA,Wytheville,24382,36.94526,-81.089071,4,1269
VA,Bastian,24314,37.16178,-81.19848,4,1270
VA,Austinville,24312,36.819859,-80.870189,4,1271
VA,Bland,24315,37.142078,-81.013829,4,1272
VA,Staunton,24401,38.153156,-79.078684,4,1273
VA,Wytheville,24382,36.94526,-81.089071,4,1274
VA,Max Meadows,24360,36.92448,-80.9118,4,1275
AL,Northport,35475,33.24539,-87.594372,4,1276
AL,Knoxville,35469,32.973197,-87.805293,4,1277
AL,Tuscaloosa,35405,33.157819,-87.51716,4,1278
AL,Northport,35476,33.255087,-87.586136,4,1279
AL,Northport,35476,33.255087,-87.586136,4,1280
AL,Tuscaloosa,35406,33.251917,-87.530735,4,1281
AL,Huntsville,35803,34.616542,-86.549318,4,1282
MS,Madison,39110,32.467942,-90.121854,4,1283
GA,Augusta,30909,33.478228,-82.067015,4,1284
MS,Jackson,39202,32.310057,-90.176007,4,1285
MS,Vicksburg,39180,32.323121,-90.860809,4,1286
LA,Slidell,70461,30.268846,-89.678399,4,1287
MS,Jackson,39272,32.216828,-90.269123,4,1288
MS,Madison,39110,32.467942,-90.121854,4,1289
LA,Slidell,70458,30.272675,-89.772151,4,1290
MS,Clinton,39056,32.337754,-90.32538,4,1291
MS,Clinton,39056,32.337754,-90.32538,4,1292
MS,Diamondhead,39525,30.38456,-89.375564,4,1293
MS,Vicksburg,39183,32.390993,-90.829096,4,1294
MS,Vicksburg,39180,32.323121,-90.860809,4,1295
MS,Gulfport,39503,30.4731,-89.15382,4,1296
LA,Covington,70433,30.457687,-90.114529,4,1297
MS,Ocean Springs,39532,30.461218,-88.949246,4,1298
MS,Moss Point,39563,30.407564,-88.530167,4,1299
MS,Gulfport,39503,30.4731,-89.15382,4,1300
MS,Pearl,39208,32.27172,-90.10494,4,1301
LA,Ponchatoula,70454,30.44116,-90.397448,4,1302
LA,Covington,70433,30.457687,-90.114529,4,1303
LA,Mandeville,70471,30.415777,-90.010249,4,1304
MS,Brandon,39042,32.289412,-89.967651,4,1305
LA,Albany,70711,30.51783,-90.59187,4,1306
LA,Bossier City,71112,32.486057,-93.671643,4,1307
LA,Bossier City,71111,32.545307,-93.704765,4,1308
LA,Shreveport,71105,32.454589,-93.712715,4,1309
NC,Sanford,27330,35.459277,-79.168611,4,1310
NC,Sanford,27330,35.459277,-79.168611,4,1311
NC,Durham,27713,35.916567,-78.917612,4,1312
NC,Durham,27713,35.916567,-78.917612,4,1313
NC,Greensboro,27406,36.021374,-79.767916,4,1314
NC,Greensboro,27408,36.106359,-79.817365,4,1315
NC,Greensboro,27408,36.106359,-79.817365,4,1316
NC,Whitsett,27377,36.035608,-79.602646,4,1317
NC,High Point,27262,35.95602,-80.04072,4,1318
NC,Boone,28607,36.21864,-81.6546,4,1319
NC,Graham,27253,36.023611,-79.366835,4,1320
NC,Apex,27523,35.713062,-78.823781,4,1321
SC,Charleston,29492,32.955719,-79.887276,4,1322
NC,Apex,27502,35.711653,-78.81965,4,1323
AL,Bessemer,35020,33.40098,-86.94156,4,1324
AL,Birmingham,35243,33.42942,-86.7252,4,1325
AL,Pinson,35126,33.7263,-86.64396,4,1326
AL,Irondale,35210,33.54072,-86.68518,4,1327
AL,Chelsea,35043,33.319654,-86.646309,4,1328
AL,Alabaster,35007,33.241465,-86.821286,4,1329
AL,Birmingham,35244,33.36171,-86.788783,4,1330
AL,Birmingham,35244,33.36171,-86.788783,4,1331
AL,Birmingham,35205,33.496708,-86.804796,4,1332
AL,Hoover,35216,33.421551,-86.794582,4,1333
AL,Birmingham,35242,33.403565,-86.711683,4,1334
AL,Homewood,35209,33.4602,-86.8092,4,1335
AL,Birmingham,35206,33.567997,-86.720742,4,1336
AL,Hoover,35244,33.36171,-86.788783,4,1337
AL,Bessemer,35020,33.40098,-86.94156,4,1338
AL,Tuscaloosa,35405,33.157819,-87.51716,4,1339
AL,Tuscaloosa,35405,33.157819,-87.51716,4,1340
AL,Tuscaloosa,35401,33.191809,-87.564581,4,1341
AL,Andalusia,36420,31.23708,-86.5758,4,1342
AL,Trussville,35173,33.64248,-86.58402,4,1343
AL,Birmingham,35215,33.639053,-86.691875,4,1344
AL,Dothan,36303,31.25424,-85.3989,4,1345
AL,Prattville,36067,32.487639,-86.508013,4,1346
AL,Prattville,36066,32.469884,-86.436853,4,1347
AL,Jasper,35501,33.842149,-87.274833,4,1348
AL,Bessemer,35022,33.342582,-86.962361,4,1349
AL,Midfield,35228,33.50028,-86.91762,4,1350
AL,Hoover,35244,33.36171,-86.788783,4,1351
AL,Graysville,35073,33.621087,-86.958247,4,1352
SC,Columbia,29229,34.127676,-80.896127,4,1353
AL,Gadsden,35901,34.00824,-85.94424,4,1354
NC,Southern Pines,28387,35.174091,-79.390844,4,1355
NC,Sanford,27332,35.462395,-79.172874,4,1356
NC,Sanford,27330,35.459277,-79.168611,4,1357
MS,Long Beach,39560,30.362985,-89.166163,4,1358
MS,Biloxi,39531,30.400773,-88.962563,4,1359
FL,Jacksonville Beach,32250,30.28122,-81.41682,4,1360
FL,Jacksonville,32257,30.193293,-81.601505,4,1361
SC,Mt. Pleasant,29466,32.792155,-79.863357,4,1362
FL,Destin,32541,30.397703,-86.479754,4,1363
FL,Niceville,32578,30.505216,-86.454252,4,1364
NC,Kill Devil Hills,27948,36.022095,-75.680394,4,1365
NC,Kill Devil Hills,27948,36.022095,-75.680394,4,1366
SC,Hardeeville,29927,32.2813,-81.071015,4,1367
MS,Brandon,39042,32.289412,-89.967651,4,1368
FL,Naples,34119,26.256936,-81.713878,4,1369
MS,Senatobia,38668,34.65318,-89.86986,4,1370
MS,Eupora,39744,33.55584,-89.29434,4,1371
NC,Sanford,27332,35.462395,-79.172874,4,1372
AL,Columbiana,35051,33.182346,-86.604992,4,1373
SC,Summerville,29483,33.017824,-80.21135,4,1374
SC,Georgetown,29440,33.52698,-79.29846,4,1375
SC,Jamestown,29453,33.197783,-79.691205,4,1376
SC,Round O,29474,32.942016,-80.577727,4,1377
SC,N Charleston,29418,32.89296,-80.0595,4,1378
SC,Moncks Corner,29461,33.149449,-80.028022,4,1379
SC,Conway,29527,33.74562,-79.0749,4,1380
SC,Daniel Island,29492,32.955719,-79.887276,4,1381
SC,North Charleston,29406,32.92896,-80.02842,4,1382
NC,Morrisville,27560,35.825795,-78.836037,4,1383
GA,Bainbridge,39819,30.901653,-84.567519,4,1384
GA,Bainbridge,39819,30.901653,-84.567519,4,1385
GA,Colquitt,39837,31.174262,-84.730167,4,1386
GA,Thomasville,31757,30.865689,-83.906478,4,1387
GA,Dawson,39842,31.768132,-84.431214,4,1388
AL,Enterprise,36330,31.32558,-85.844682,4,1389
FL,Crawfordville,32327,30.194005,-84.263529,4,1390
GA,Bainbridge,39817,30.905055,-84.568611,4,1391
FL,Alachua,32615,29.784372,-82.477314,4,1392
FL,Gainesville,32606,29.696881,-82.411723,4,1393
FL,Gainesville,32608,29.602269,-82.399138,4,1394
FL,Ocala,34482,29.229052,-82.306676,4,1395
FL,Ocala,34480,29.105081,-82.098267,4,1396
FL,Naples,34105,26.185362,-81.764078,4,1397
NC,Charlotte,28227,35.18496,-80.65482,4,1398
NC,Charlotte,28211,35.165273,-80.788876,4,1399
NC,Charlotte,28210,35.133058,-80.859674,4,1400
NC,Matthews,28105,35.11434,-80.69394,4,1401
NC,Charlotte,28209,35.174505,-80.853465,4,1402
NC,Charlotte,28215,35.239821,-80.725177,4,1403
NC,Charlotte,28217,35.154268,-80.928633,4,1404
NC,Charlotte,28217,35.154268,-80.928633,4,1405
NC,Charlotte,28213,35.28978,-80.780774,4,1406
SC,Rock Hill,29732,34.970453,-81.060985,4,1407
NC,Gastonia,28054,35.22972,-81.14244,4,1408
NC,Charlotte,28269,35.314436,-80.805053,4,1409
NC,Charlotte,28273,35.137982,-80.938181,4,1410
NC,Charlotte,28262,35.320146,-80.741193,4,1411
NC,Charlotte,28273,35.137982,-80.938181,4,1412
SC,Fort Mill,29708,35.006322,-80.942526,4,1413
NC,Charlotte,28277,35.064565,-80.806138,4,1414
NC,Charlotte,28269,35.314436,-80.805053,4,1415
NC,Denver,28037,35.510143,-81.016888,4,1416
NC,Cornelius,28031,35.478218,-80.864412,4,1417
NC,Statesville,28625,35.780234,-80.886089,4,1418
SC,York,29745,35.004572,-81.209303,4,1419
NC,Charlotte,28277,35.064565,-80.806138,4,1420
NC,Concord,28027,35.411756,-80.646757,4,1421
SC,Rock Hill,29732,34.970453,-81.060985,4,1422
SC,Rock Hill,29730,34.929113,-81.022958,4,1423
NC,Hickory,28602,35.6616,-81.37032,4,1424
NC,Thomasville,27360,35.880803,-80.083016,4,1425
NC,Lincolnton,28092,35.48514,-81.22386,4,1426
NC,Belmont,28012,35.243718,-81.03641,4,1427
NC,Hickory,28601,35.75358,-81.3249,4,1428
SC,Gaffney,29341,35.09456,-81.677416,4,1429
NC,Concord,28025,35.400953,-80.583807,4,1430
SC,Gaffney,29341,35.09456,-81.677416,4,1431
SC,Lake Wylie,29710,35.105301,-81.184746,4,1432
NC,Conover,28613,35.71182,-81.209282,4,1433
NC,Charlotte,28204,35.214583,-80.828507,4,1434
NC,Charlotte,28217,35.154268,-80.928633,4,1435
NC,Gastonia,28054,35.22972,-81.14244,4,1436
NC,Gastonia,28052,35.2275,-81.24204,4,1437
SC,Lake Wylie,29710,35.105301,-81.184746,4,1438
SC,Fort Mill,29715,35.02632,-80.9472,4,1439
NC,Kings Mountain,28086,35.246918,-81.361082,4,1440
NC,Charlotte,28262,35.320146,-80.741193,4,1441
NC,Gastonia,28054,35.22972,-81.14244,4,1442
NC,Gastonia,28056,35.209997,-81.146871,4,1443
NC,Gastonia,28052,35.2275,-81.24204,4,1444
NC,Charlotte,28273,35.137982,-80.938181,4,1445
NC,Charlotte,28227,35.18496,-80.65482,4,1446
SC,Rock Hill,29732,34.970453,-81.060985,4,1447
NC,Charlotte,28213,35.28978,-80.780774,4,1448
NC,Charlotte,28277,35.064565,-80.806138,4,1449
NC,Monroe,28110,35.010982,-80.551224,4,1450
NC,Monroe,28112,34.940983,-80.540648,4,1451
NC,Monroe,28110,35.010982,-80.551224,4,1452
SC,Tega Cay,29708,35.006322,-80.942526,4,1453
LA,Kentwood,70444,30.936684,-90.517939,4,1454
FL,Naples,34119,26.256936,-81.713878,4,1455
FL,Bonita Springs,34135,26.387185,-81.735987,4,1456
LA,Slidell,70460,30.293114,-89.820906,4,1457
SC,North Charleston,29420,32.923689,-80.099458,4,1458
MS,Gautier,39553,30.400064,-88.643006,4,1459
FL,Naples,34112,26.118299,-81.734198,4,1460
NC,Stedman,28391,35.021874,-78.704641,4,1461
NC,Cameron,28326,35.340855,-79.223822,4,1462
FL,Palatka,32666,29.746789,-82.010428,4,1463
FL,Jacksonville,32220,30.328507,-81.815147,4,1464
FL,Orange Park,32226,30.466832,-81.547848,4,1465
FL,Daytona Beach,32119,29.139694,-81.012938,4,1466
FL,Merritt Island,32935,28.138545,-80.657969,4,1467
FL,Orange Park,32073,30.174663,-81.758375,4,1468
FL,Gainesville,32608,29.602269,-82.399138,4,1469
FL,Jacksonville,32205,30.30316,-81.726849,4,1470
FL,Fernandina Beach,32034,30.636954,-81.46134,4,1471
FL,Newberry,32669,29.647073,-82.599723,4,1472
FL,Gainesville,32608,29.602269,-82.399138,4,1473
FL,Jacksonville,32254,30.338709,-81.727618,4,1474
FL,Daytona Beach,32119,29.139694,-81.012938,4,1475
FL,St Augustine,32086,29.759403,-81.30397,4,1476
FL,Inverness,34450,28.824261,-82.257899,4,1477
FL,Jacksonville,32210,30.260733,-81.746664,4,1478
FL,Jacksonville,32244,30.223538,-81.757243,4,1479
FL,Cocoa,32927,28.470183,-80.797492,4,1480
FL,Jacksonville,32210,30.260733,-81.746664,4,1481
FL,Gainesville,32608,29.602269,-82.399138,4,1482
FL,Jacksonville,32224,30.275858,-81.461221,4,1483
FL,Hastings,32145,29.677524,-81.418611,4,1484
FL,Jacksonville,32246,30.305263,-81.511694,4,1485
FL,Middleburg,32068,30.092929,-81.867697,4,1486
FL,Jacksonville,32219,30.410491,-81.807977,4,1487
FL,Mascotte,34753,28.579955,-81.892469,4,1488
FL,Jacksonville,32244,30.223538,-81.757243,4,1489
FL,Edgewater,32132,28.975063,-80.912136,4,1490
FL,Daytona Beach,32114,29.198356,-81.042354,4,1491
FL,Palm Bay,32907,28.015502,-80.669053,4,1492
FL,Gainesville,32606,29.696881,-82.411723,4,1493
FL,Palm Bay,32905,28.028121,-80.601039,4,1494
FL,Orlando,32824,28.403466,-81.360078,4,1495
FL,Jacksonville,32218,30.461492,-81.625786,4,1496
FL,Palatka,32177,29.644139,-81.659574,4,1497
FL,Tampa,33613,28.075939,-82.45056,4,1498
FL,Haines City,33844,28.099287,-81.615558,4,1499
FL,Rockledge,32955,28.313343,-80.723283,4,1500
VA,Ashland,23005,37.747553,-77.471865,3,1501
NC,Whitsett,27377,36.035608,-79.602646,3,1502
PA,Brookville,15825,41.1741,-79.0674,3,1503
NJ,Columbia,7832,40.986264,-75.068098,3,1504
AZ,Eloy,85231,32.75583,-111.55417,3,1505
NM,Gallup,87301,35.522559,-108.7258,3,1506
IN,Gary,46406,41.587301,-87.411577,3,1507
OH,Eaton,45320,39.733814,-84.671102,3,1508
PA,Harrisburg,17112,40.33806,-76.80378,3,1509
TN,Knoxville,37932,35.920159,-84.174433,3,1510
NM,Las Cruces,88005,32.323217,-106.805117,3,1511
OH,Seville,44273,41.027572,-81.883128,3,1512
AL,Tuscaloosa,35453,33.200553,-87.401063,3,1513
TX,Baytown,77521,29.795863,-94.973054,3,1514
MO,Concordia,64020,38.95523,-93.584522,3,1515
MD,Elkton,21921,39.626375,-75.849604,3,1516
CT,Willington,6279,41.89578,-72.2643,3,1517
NM,Santa Rosa,88435,34.936606,-104.684358,3,1518
OH,London,43140,39.89106,-83.40534,3,1519
SC,Duncan,29334,34.914282,-82.134672,3,1520
CA,Ontario,91761,34.036901,-117.606236,3,1521
KY,Walton,41094,38.884714,-84.634472,3,1522
OH,Kingsville,44048,41.86129,-80.65469,3,1523
IL,Russell,60099,42.450382,-87.859034,3,1524
WV,Valley Grove,26060,40.092999,-80.573503,3,1525
AR,Earle,72331,35.269497,-90.46142,3,1526
TN,Nashville,37213,36.165353,-86.765654,3,1527
IL,Effingham,62401,39.12264,-88.58796,3,1528
OK,Oklahoma City,73128,35.451515,-97.620639,3,1529
OH,Hebron,43025,39.97458,-82.50594,3,1530
CA,Corning,96021,39.926419,-122.190031,3,1531
CA,Coachella,92236,33.68036,-116.178246,3,1532
IL,Mount Vernon,62864,38.31764,-88.909298,3,1533
IL,Hampshire,60140,42.11652,-88.50222,3,1534
GA,Madison,30650,33.590212,-83.477409,3,1535
LA,Tallulah,71282,32.37468,-91.06548,3,1536
MS,Meridian,39301,32.372903,-88.696221,3,1537
NJ,Bloomsbury,8804,40.645635,-75.076618,3,1538
TX,Rockwall,75032,32.86941,-96.40895,3,1539
WI,De Forest,53532,43.236225,-89.333063,3,1540
MO,Matthews,63867,36.757869,-89.587967,3,1541
